payment_id,customer_id,order_id,amount,created_at,status,method,email,phone,notes
pay_100003,cust_00030,order_200003,15000.6,1787650894,captured,upi,buyer_30@example.com,+919876000030,Merchant Order #200003
pay_100334,cust_00096,order_200334,1499.87,1787470479,captured,card,buyer_96@example.com,+919876000096,Merchant Order #200334
pay_100410,cust_00001,order_200405,1499.0,1787497060,captured,wallet,buyer_1@example.com,+919876000001,Checkout click B - Double-Click Issue
pay_100071,cust_00071,order_200071,199.3,1787527285,captured,upi,buyer_71@example.com,+919876000071,Merchant Order #200071
pay_100210,cust_00085,order_200210,4999.48,1787520501,captured,wallet,buyer_85@example.com,+919876000085,Merchant Order #200210
pay_100064,cust_00043,order_200064,199.11,1787418715,refunded,netbanking,buyer_43@example.com,+919876000043,Merchant Order #200064
pay_100385,cust_00086,order_200385,9999.65,1787344430,captured,card,buyer_86@example.com,+919876000086,Merchant Order #200385
pay_100094,cust_00003,order_200094,15000.05,1787438437,captured,netbanking,buyer_3@example.com,+919876000003,Merchant Order #200094
pay_100486,cust_00050,order_200456,199.0,1787430530,captured,upi,buyer_50@example.com,+919876000050,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100186,cust_00030,order_200186,2499.77,1787461356,refunded,card,buyer_30@example.com,+919876000030,Merchant Order #200186
pay_100034,cust_00013,order_200034,4999.35,1787543328,captured,wallet,buyer_13@example.com,+919876000013,Merchant Order #200034
pay_100078,cust_00014,order_200078,4999.22,1787363268,captured,wallet,buyer_14@example.com,+919876000014,Merchant Order #200078
pay_100001,cust_00082,order_200001,299.02,1787447367,captured,netbanking,buyer_82@example.com,+919876000082,Merchant Order #200001
pay_100012,cust_00060,order_200012,4999.27,1787637327,captured,upi,buyer_60@example.com,+919876000060,Merchant Order #200012
pay_100416,cust_00046,order_200408,15000.0,1787599447,captured,card,buyer_46@example.com,+919876000046,Checkout click B - Double-Click Issue
pay_100023,cust_00026,order_200023,499.37,1787574585,captured,upi,buyer_26@example.com,+919876000026,Merchant Order #200023
pay_100073,cust_00095,order_200073,499.65,1787564249,captured,netbanking,buyer_95@example.com,+919876000095,Merchant Order #200073
pay_100183,cust_00016,order_200183,9999.09,1787618790,captured,upi,buyer_16@example.com,+919876000016,Merchant Order #200183
pay_100132,cust_00074,order_200132,199.99,1787590512,captured,netbanking,buyer_74@example.com,+919876000074,Merchant Order #200132
pay_100411,cust_00014,order_200406,499.0,1787422527,captured,card,buyer_14@example.com,+919876000014,Checkout click A - Double-Click Issue
pay_100194,cust_00036,order_200194,15000.71,1787771253,captured,wallet,buyer_36@example.com,+919876000036,Merchant Order #200194
pay_100056,cust_00075,order_200056,15000.15,1787359644,captured,upi,buyer_75@example.com,+919876000075,Merchant Order #200056
pay_100149,cust_00031,order_200149,4999.23,1787360429,captured,wallet,buyer_31@example.com,+919876000031,Merchant Order #200149
pay_100019,cust_00068,order_200019,1499.96,1787635456,captured,card,buyer_68@example.com,+919876000068,Merchant Order #200019
pay_100205,cust_00089,order_200205,1499.03,1787645139,captured,netbanking,buyer_89@example.com,+919876000089,Merchant Order #200205
pay_100079,cust_00016,order_200079,9999.13,1787629967,refunded,wallet,buyer_16@example.com,+919876000016,Merchant Order #200079
pay_100495,cust_00080,order_200465,499.0,1787738444,failed,netbanking,buyer_80@example.com,+919876000080,Gateway Error Attempt A - Gateway Retry with Different IDs
pay_100263,cust_00009,order_200263,9999.04,1787360498,captured,upi,buyer_9@example.com,+919876000009,Merchant Order #200263
pay_100324,cust_00093,order_200324,1499.28,1787728542,captured,wallet,buyer_93@example.com,+919876000093,Merchant Order #200324
pay_100484,cust_00051,order_200454,199.0,1787535827,captured,upi,buyer_51@example.com,+919876000051,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100080,cust_00077,order_200080,2499.94,1787606239,captured,wallet,buyer_77@example.com,+919876000077,Merchant Order #200080
pay_100040,cust_00034,order_200040,9999.28,1787408446,captured,wallet,buyer_34@example.com,+919876000034,Merchant Order #200040
pay_100452,cust_00054,order_200426,15000.0,1787357532,captured,upi,buyer_54@example.com,+919876000054,UPI retry capture - Failed UPI Retry
pay_100047,cust_00073,order_200047,299.07,1787560116,captured,upi,buyer_73@example.com,+919876000073,Merchant Order #200047
pay_100239,cust_00029,order_200239,499.15,1787706367,captured,netbanking,buyer_29@example.com,+919876000029,Merchant Order #200239
pay_100392,cust_00082,order_200392,199.7,1787557512,captured,card,buyer_82@example.com,+919876000082,Merchant Order #200392
pay_100353,cust_00037,order_200353,4999.18,1787672411,refunded,upi,buyer_37@example.com,+919876000037,Merchant Order #200353
pay_100342,cust_00031,order_200342,199.66,1787474114,captured,wallet,buyer_31@example.com,+919876000031,Merchant Order #200342
pay_100278,cust_00072,order_200278,299.26,1787645718,captured,netbanking,buyer_72@example.com,+919876000072,Merchant Order #200278
pay_100291,cust_00083,order_200291,499.59,1787415532,captured,upi,buyer_83@example.com,+919876000083,Merchant Order #200291
pay_100318,cust_00027,order_200318,4999.5,1787718631,captured,wallet,buyer_27@example.com,+919876000027,Merchant Order #200318
pay_100305,cust_00034,order_200305,2499.76,1787361118,captured,netbanking,buyer_34@example.com,+919876000034,Merchant Order #200305
pay_100269,cust_00024,order_200269,15000.29,1787376163,captured,card,buyer_24@example.com,+919876000024,Merchant Order #200269
pay_100070,cust_00086,order_200070,4999.67,1787607476,captured,upi,buyer_86@example.com,+919876000086,Merchant Order #200070
pay_100456,cust_00014,order_200428,999.0,1787625732,captured,upi,buyer_14@example.com,+919876000014,UPI retry capture - Failed UPI Retry
pay_100466,cust_00060,order_200436,15000.0,1787490604,captured,upi,buyer_60@example.com,+919876000060,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100155,cust_00063,order_200155,15000.04,1787442994,captured,card,buyer_63@example.com,+919876000063,Merchant Order #200155
pay_100083,cust_00100,order_200083,15000.48,1787460200,captured,upi,buyer_100@example.com,+919876000100,Merchant Order #200083
pay_100478,cust_00087,order_200448,499.0,1787564493,captured,upi,buyer_87@example.com,+919876000087,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100173,cust_00087,order_200173,4999.96,1787380584,captured,netbanking,buyer_87@example.com,+919876000087,Merchant Order #200173
pay_100322,cust_00039,order_200322,999.93,1787674721,captured,netbanking,buyer_39@example.com,+919876000039,Merchant Order #200322
pay_100091,cust_00069,order_200091,199.9,1787377839,captured,card,buyer_69@example.com,+919876000069,Merchant Order #200091
pay_100181,cust_00089,order_200181,2499.22,1787752213,failed,wallet,buyer_89@example.com,+919876000089,Merchant Order #200181
pay_100415,cust_00046,order_200408,15000.0,1787599445,captured,card,buyer_46@example.com,+919876000046,Checkout click A - Double-Click Issue
pay_100313,cust_00043,order_200313,299.97,1787685772,captured,netbanking,buyer_43@example.com,+919876000043,Merchant Order #200313
pay_100279,cust_00079,order_200279,1499.69,1787428051,captured,wallet,buyer_79@example.com,+919876000079,Merchant Order #200279
pay_100382,cust_00063,order_200382,499.91,1787567917,captured,card,buyer_63@example.com,+919876000063,Merchant Order #200382
pay_100473,cust_00057,order_200443,9999.0,1787370593,captured,netbanking,buyer_57@example.com,+919876000057,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100363,cust_00074,order_200363,2499.57,1787443916,failed,netbanking,buyer_74@example.com,+919876000074,Merchant Order #200363
pay_100325,cust_00045,order_200325,499.29,1787754269,captured,netbanking,buyer_45@example.com,+919876000045,Merchant Order #200325
pay_100432,cust_00043,order_200416,4999.0,1787471396,captured,upi,buyer_43@example.com,+919876000043,User retry second attempt - Network Timeout Retry
pay_100348,cust_00042,order_200348,15000.44,1787651282,captured,upi,buyer_42@example.com,+919876000042,Merchant Order #200348
pay_100087,cust_00050,order_200087,199.85,1787547629,failed,wallet,buyer_50@example.com,+919876000050,Merchant Order #200087
pay_100076,cust_00099,order_200076,299.45,1787651899,captured,upi,buyer_99@example.com,+919876000099,Merchant Order #200076
pay_100439,cust_00088,order_200420,15000.0,1787753271,captured,card,buyer_88@example.com,+919876000088,Network timeout first attempt - Network Timeout Retry
pay_100016,cust_00034,order_200016,4999.89,1787497956,refunded,wallet,buyer_34@example.com,+919876000034,Merchant Order #200016
pay_100250,cust_00031,order_200250,4999.98,1787438574,captured,netbanking,buyer_31@example.com,+919876000031,Merchant Order #200250
pay_100434,cust_00062,order_200417,2499.0,1787758295,captured,upi,buyer_62@example.com,+919876000062,User retry second attempt - Network Timeout Retry
pay_100020,cust_00069,order_200020,1499.76,1787389764,captured,netbanking,buyer_69@example.com,+919876000069,Merchant Order #200020
pay_100323,cust_00089,order_200323,9999.31,1787583704,failed,netbanking,buyer_89@example.com,+919876000089,Merchant Order #200323
pay_100333,cust_00023,order_200333,199.99,1787681972,captured,wallet,buyer_23@example.com,+919876000023,Merchant Order #200333
pay_100057,cust_00006,order_200057,2499.21,1787629689,captured,upi,buyer_6@example.com,+919876000006,Merchant Order #200057
pay_100302,cust_00064,order_200302,1499.49,1787749914,captured,card,buyer_64@example.com,+919876000064,Merchant Order #200302
pay_100230,cust_00058,order_200230,299.8,1787765964,captured,netbanking,buyer_58@example.com,+919876000058,Merchant Order #200230
pay_100332,cust_00074,order_200332,999.53,1787736089,captured,card,buyer_74@example.com,+919876000074,Merchant Order #200332
pay_100133,cust_00023,order_200133,9999.51,1787737317,captured,wallet,buyer_23@example.com,+919876000023,Merchant Order #200133
pay_100138,cust_00066,order_200138,199.65,1787520096,captured,wallet,buyer_66@example.com,+919876000066,Merchant Order #200138
pay_100424,cust_00064,order_200412,499.0,1787413830,captured,card,buyer_64@example.com,+919876000064,User retry second attempt - Network Timeout Retry
pay_100336,cust_00065,order_200336,9999.27,1787484429,captured,card,buyer_65@example.com,+919876000065,Merchant Order #200336
pay_100026,cust_00009,order_200026,15000.76,1787626586,failed,upi,buyer_9@example.com,+919876000009,Merchant Order #200026
pay_100465,cust_00060,order_200435,15000.0,1787490599,captured,upi,buyer_60@example.com,+919876000060,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100282,cust_00092,order_200282,499.79,1787394002,captured,upi,buyer_92@example.com,+919876000092,Merchant Order #200282
pay_100248,cust_00058,order_200248,15000.15,1787381194,failed,wallet,buyer_58@example.com,+919876000058,Merchant Order #200248
pay_100238,cust_00040,order_200238,499.94,1787750966,captured,netbanking,buyer_40@example.com,+919876000040,Merchant Order #200238
pay_100118,cust_00007,order_200118,1499.93,1787390859,captured,wallet,buyer_7@example.com,+919876000007,Merchant Order #200118
pay_100043,cust_00009,order_200043,999.4,1787591667,captured,upi,buyer_9@example.com,+919876000009,Merchant Order #200043
pay_100221,cust_00010,order_200221,15000.63,1787732932,captured,upi,buyer_10@example.com,+919876000010,Merchant Order #200221
pay_100177,cust_00060,order_200177,1499.64,1787401957,failed,card,buyer_60@example.com,+919876000060,Merchant Order #200177
pay_100321,cust_00046,order_200321,1499.6,1787755143,captured,upi,buyer_46@example.com,+919876000046,Merchant Order #200321
pay_100154,cust_00087,order_200154,15000.38,1787612351,failed,netbanking,buyer_87@example.com,+919876000087,Merchant Order #200154
pay_100232,cust_00079,order_200232,499.36,1787508937,captured,netbanking,buyer_79@example.com,+919876000079,Merchant Order #200232
pay_100228,cust_00012,order_200228,15000.38,1787535858,captured,card,buyer_12@example.com,+919876000012,Merchant Order #200228
pay_100418,cust_00050,order_200409,199.0,1787520340,captured,netbanking,buyer_50@example.com,+919876000050,Checkout click B - Double-Click Issue
pay_100204,cust_00029,order_200204,4999.84,1787604659,captured,card,buyer_29@example.com,+919876000029,Merchant Order #200204
pay_100127,cust_00085,order_200127,999.42,1787621352,failed,upi,buyer_85@example.com,+919876000085,Merchant Order #200127
pay_100330,cust_00021,order_200330,4999.65,1787547831,captured,wallet,buyer_21@example.com,+919876000021,Merchant Order #200330
pay_100032,cust_00031,order_200032,1499.66,1787574523,captured,upi,buyer_31@example.com,+919876000031,Merchant Order #200032
pay_100114,cust_00036,order_200114,15000.59,1787701269,captured,card,buyer_36@example.com,+919876000036,Merchant Order #200114
pay_100471,cust_00027,order_200441,15000.0,1787492039,captured,wallet,buyer_27@example.com,+919876000027,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100272,cust_00082,order_200272,199.07,1787498524,captured,wallet,buyer_82@example.com,+919876000082,Merchant Order #200272
pay_100141,cust_00078,order_200141,999.7,1787579536,captured,netbanking,buyer_78@example.com,+919876000078,Merchant Order #200141
pay_100058,cust_00072,order_200058,4999.96,1787741503,captured,upi,buyer_72@example.com,+919876000072,Merchant Order #200058
pay_100193,cust_00057,order_200193,299.89,1787604358,captured,netbanking,buyer_57@example.com,+919876000057,Merchant Order #200193
pay_100025,cust_00040,order_200025,999.06,1787378576,captured,card,buyer_40@example.com,+919876000040,Merchant Order #200025
pay_100018,cust_00021,order_200018,4999.59,1787506433,refunded,wallet,buyer_21@example.com,+919876000021,Merchant Order #200018
pay_100266,cust_00007,order_200266,2499.27,1787530336,captured,netbanking,buyer_7@example.com,+919876000007,Merchant Order #200266
pay_100067,cust_00001,order_200067,15000.92,1787498917,captured,upi,buyer_1@example.com,+919876000001,Merchant Order #200067
pay_100209,cust_00011,order_200209,199.15,1787632728,captured,card,buyer_11@example.com,+919876000011,Merchant Order #200209
pay_100480,cust_00043,order_200450,15000.0,1787755641,captured,wallet,buyer_43@example.com,+919876000043,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100095,cust_00084,order_200095,199.75,1787427697,captured,upi,buyer_84@example.com,+919876000084,Merchant Order #200095
pay_100254,cust_00068,order_200254,4999.11,1787444234,captured,netbanking,buyer_68@example.com,+919876000068,Merchant Order #200254
pay_100267,cust_00057,order_200267,4999.34,1787555933,captured,upi,buyer_57@example.com,+919876000057,Merchant Order #200267
pay_100024,cust_00068,order_200024,199.59,1787349987,failed,wallet,buyer_68@example.com,+919876000068,Merchant Order #200024
pay_100223,cust_00020,order_200223,299.18,1787542001,captured,wallet,buyer_20@example.com,+919876000020,Merchant Order #200223
pay_100262,cust_00100,order_200262,9999.97,1787614483,captured,wallet,buyer_100@example.com,+919876000100,Merchant Order #200262
pay_100427,cust_00077,order_200414,999.0,1787387786,captured,wallet,buyer_77@example.com,+919876000077,Network timeout first attempt - Network Timeout Retry
pay_100006,cust_00014,order_200006,299.38,1787707691,captured,netbanking,buyer_14@example.com,+919876000014,Merchant Order #200006
pay_100117,cust_00014,order_200117,199.57,1787548378,captured,wallet,buyer_14@example.com,+919876000014,Merchant Order #200117
pay_100046,cust_00059,order_200046,2499.92,1787345598,captured,card,buyer_59@example.com,+919876000059,Merchant Order #200046
pay_100017,cust_00018,order_200017,15000.49,1787713570,captured,card,buyer_18@example.com,+919876000018,Merchant Order #200017
pay_100463,cust_00066,order_200433,15000.0,1787534150,captured,upi,buyer_66@example.com,+919876000066,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100358,cust_00069,order_200358,4999.82,1787540564,captured,upi,buyer_69@example.com,+919876000069,Merchant Order #200358
pay_100004,cust_00054,order_200004,999.44,1787691247,captured,netbanking,buyer_54@example.com,+919876000054,Merchant Order #200004
pay_100219,cust_00012,order_200219,4999.84,1787529786,captured,upi,buyer_12@example.com,+919876000012,Merchant Order #200219
pay_100406,cust_00035,order_200403,499.0,1787649019,captured,wallet,buyer_35@example.com,+919876000035,Checkout click B - Double-Click Issue
pay_100061,cust_00061,order_200061,999.2,1787492626,captured,wallet,buyer_61@example.com,+919876000061,Merchant Order #200061
pay_100111,cust_00075,order_200111,2499.47,1787525391,captured,netbanking,buyer_75@example.com,+919876000075,Merchant Order #200111
pay_100319,cust_00008,order_200319,499.51,1787772763,captured,netbanking,buyer_8@example.com,+919876000008,Merchant Order #200319
pay_100429,cust_00051,order_200415,2499.0,1787688935,failed,wallet,buyer_51@example.com,+919876000051,Network timeout first attempt - Network Timeout Retry
pay_100030,cust_00076,order_200030,15000.23,1787344680,captured,upi,buyer_76@example.com,+919876000076,Merchant Order #200030
pay_100438,cust_00047,order_200419,299.0,1787597448,captured,upi,buyer_47@example.com,+919876000047,User retry second attempt - Network Timeout Retry
pay_100472,cust_00027,order_200442,15000.0,1787492047,captured,wallet,buyer_27@example.com,+919876000027,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100027,cust_00022,order_200027,1499.52,1787758178,failed,wallet,buyer_22@example.com,+919876000022,Merchant Order #200027
pay_100008,cust_00081,order_200008,2499.57,1787361370,captured,card,buyer_81@example.com,+919876000081,Merchant Order #200008
pay_100454,cust_00090,order_200427,15000.0,1787598144,captured,upi,buyer_90@example.com,+919876000090,UPI retry capture - Failed UPI Retry
pay_100109,cust_00063,order_200109,15000.75,1787620604,captured,wallet,buyer_63@example.com,+919876000063,Merchant Order #200109
pay_100038,cust_00002,order_200038,299.92,1787413420,captured,upi,buyer_2@example.com,+919876000002,Merchant Order #200038
pay_100158,cust_00008,order_200158,1499.35,1787404460,captured,wallet,buyer_8@example.com,+919876000008,Merchant Order #200158
pay_100490,cust_00024,order_200460,2499.0,1787426727,captured,netbanking,buyer_24@example.com,+919876000024,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100119,cust_00063,order_200119,299.57,1787407120,captured,card,buyer_63@example.com,+919876000063,Merchant Order #200119
pay_100115,cust_00047,order_200115,499.3,1787460076,refunded,upi,buyer_47@example.com,+919876000047,Merchant Order #200115
pay_100176,cust_00004,order_200176,15000.32,1787621359,captured,upi,buyer_4@example.com,+919876000004,Merchant Order #200176
pay_100374,cust_00032,order_200374,999.39,1787580072,captured,upi,buyer_32@example.com,+919876000032,Merchant Order #200374
pay_100182,cust_00013,order_200182,2499.54,1787367731,captured,netbanking,buyer_13@example.com,+919876000013,Merchant Order #200182
pay_100145,cust_00066,order_200145,499.86,1787675369,failed,netbanking,buyer_66@example.com,+919876000066,Merchant Order #200145
pay_100370,cust_00011,order_200370,9999.84,1787572968,captured,card,buyer_11@example.com,+919876000011,Merchant Order #200370
pay_100391,cust_00098,order_200391,199.09,1787504511,captured,wallet,buyer_98@example.com,+919876000098,Merchant Order #200391
pay_100196,cust_00084,order_200196,15000.71,1787527364,failed,upi,buyer_84@example.com,+919876000084,Merchant Order #200196
pay_100405,cust_00035,order_200403,499.0,1787649018,captured,wallet,buyer_35@example.com,+919876000035,Checkout click A - Double-Click Issue
pay_100276,cust_00098,order_200276,299.57,1787513524,captured,netbanking,buyer_98@example.com,+919876000098,Merchant Order #200276
pay_100455,cust_00014,order_200428,999.0,1787625657,captured,upi,buyer_14@example.com,+919876000014,UPI transaction - Failed UPI Retry
pay_100142,cust_00012,order_200142,999.98,1787540919,captured,card,buyer_12@example.com,+919876000012,Merchant Order #200142
pay_100366,cust_00045,order_200366,4999.78,1787642379,captured,netbanking,buyer_45@example.com,+919876000045,Merchant Order #200366
pay_100068,cust_00086,order_200068,2499.62,1787652507,captured,card,buyer_86@example.com,+919876000086,Merchant Order #200068
pay_100211,cust_00066,order_200211,299.34,1787463936,captured,card,buyer_66@example.com,+919876000066,Merchant Order #200211
pay_100169,cust_00075,order_200169,2499.73,1787734533,captured,card,buyer_75@example.com,+919876000075,Merchant Order #200169
pay_100494,cust_00051,order_200464,299.0,1787493670,captured,netbanking,buyer_51@example.com,+919876000051,Gateway Success Attempt B - Gateway Retry with Different IDs
pay_100376,cust_00064,order_200376,9999.1,1787670597,captured,wallet,buyer_64@example.com,+919876000064,Merchant Order #200376
pay_100401,cust_00049,order_200401,4999.0,1787635202,captured,upi,buyer_49@example.com,+919876000049,Checkout click A - Double-Click Issue
pay_100273,cust_00087,order_200273,499.94,1787708199,captured,upi,buyer_87@example.com,+919876000087,Merchant Order #200273
pay_100110,cust_00003,order_200110,299.29,1787640426,captured,wallet,buyer_3@example.com,+919876000003,Merchant Order #200110
pay_100249,cust_00058,order_200249,2499.92,1787364580,captured,wallet,buyer_58@example.com,+919876000058,Merchant Order #200249
pay_100146,cust_00044,order_200146,15000.26,1787463760,captured,card,buyer_44@example.com,+919876000044,Merchant Order #200146
pay_100093,cust_00044,order_200093,4999.28,1787450555,captured,wallet,buyer_44@example.com,+919876000044,Merchant Order #200093
pay_100153,cust_00034,order_200153,2499.62,1787622303,failed,wallet,buyer_34@example.com,+919876000034,Merchant Order #200153
pay_100368,cust_00091,order_200368,499.8,1787584524,refunded,card,buyer_91@example.com,+919876000091,Merchant Order #200368
pay_100468,cust_00062,order_200438,299.0,1787521282,captured,netbanking,buyer_62@example.com,+919876000062,Tab 2 Checkout - Multiple Browser Tabs Checkout
pay_100084,cust_00037,order_200084,999.27,1787727361,captured,netbanking,buyer_37@example.com,+919876000037,Merchant Order #200084
pay_100246,cust_00018,order_200246,1499.05,1787719192,captured,wallet,buyer_18@example.com,+919876000018,Merchant Order #200246
pay_100166,cust_00088,order_200166,199.9,1787701360,failed,wallet,buyer_88@example.com,+919876000088,Merchant Order #200166
pay_100164,cust_00062,order_200164,299.23,1787589892,refunded,netbanking,buyer_62@example.com,+919876000062,Merchant Order #200164
pay_100200,cust_00095,order_200200,2499.8,1787594926,captured,card,buyer_95@example.com,+919876000095,Merchant Order #200200
pay_100229,cust_00084,order_200229,999.32,1787558164,refunded,wallet,buyer_84@example.com,+919876000084,Merchant Order #200229
pay_100075,cust_00026,order_200075,499.02,1787766634,captured,upi,buyer_26@example.com,+919876000026,Merchant Order #200075
pay_100479,cust_00043,order_200449,15000.0,1787755629,captured,wallet,buyer_43@example.com,+919876000043,Tab 1 Checkout - Multiple Browser Tabs Checkout
pay_100359,cust_00025,order_200359,299.03,1787607220,failed,wallet,buyer_25@example.com,+919876000025,Merchant Order #200359
pay_100251,cust_00013,order_200251,2499.78,1787358120,failed,upi,buyer_13@example.com,+919876000013,Merchant Order #200251
pay_100120,cust_00039,order_200120,299.98,1787582661,captured,card,buyer_39@example.com,+919876000039,Merchant Order #200120
pay_100311,cust_00021,order_200311,4999.98,1787598063,captured,netbanking,buyer_21@example.com,+919876000021,Merchant Order #200311
pay_100300,cust_00079,order_200300,4999.25,1787692996,failed,upi,buyer_79@example.com,+919876000079,Merchant Order #200300
pay_100256,cust_00064,order_200256,15000.02,1787651985,captured,upi,buyer_64@example.com,+919876000064,Merchant Order #200256
pay_100355,cust_00049,order_200355,4999.08,1787623900,captured,upi,buyer_49@example.com,+919876000049,Merchant Order #200355
pay_100400,cust_00082,order_200400,1499.78,1787553514,captured,wallet,buyer_82@example.com,+919876000082,Merchant Order #200400
pay_100226,cust_00076,order_200226,199.35,1787475670,captured,card,buyer_76@example.com,+919876000076,Merchant Order #200226
pay_100354,cust_00083,order_200354,4999.37,1787535342,failed,wallet,buyer_83@example.com,+919876000083,Merchant Order #200354
pay_100235,cust_00019,order_200235,2499.31,1787397281,captured,wallet,buyer_19@example.com,+919876000019,Merchant Order #200235
pay_100383,cust_00010,order_200383,199.76,1787400970,captured,wallet,buyer_10@example.com,+919876000010,Merchant Order #200383
pay_100275,cust_00050,order_200275,199.6,1787751465,captured,wallet,buyer_50@example.com,+919876000050,Merchant Order #200275
pay_100037,cust_00032,order_200037,299.44,1787363428,refunded,card,buyer_32@example.com,+919876000032,Merchant Order #200037
pay_100197,cust_00053,order_200197,2499.82,1787521281,captured,wallet,buyer_53@example.com,+919876000053,Merchant Order #200197
pay_100140,cust_00037,order_200140,9999.87,1787394030,refunded,wallet,buyer_37@example.com,+919876000037,Merchant Order #200140
pay_100365,cust_00076,order_200365,499.62,1787581701,captured,wallet,buyer_76@example.com,+919876000076,Merchant Order #200365
