payment_id,customer_id,order_id,amount,created_at,status,method,email,phone,vpa,scenario
pay_900322,cust_00108,order_700322,9999,1787688513,captured,upi,customer_108@razorpay-demo.com,+919870000108,cust108@okaxis,legitimate
pay_902088,cust_00066,order_701394,4999,1787643667,captured,upi,customer_66@razorpay-demo.com,+919870000066,cust66@okaxis,Failed UPI Retry
pay_901627,cust_00102,order_701164,99999,1787612411,captured,upi,customer_102@razorpay-demo.com,+919870000102,cust102@okaxis,Network Timeout Retry
pay_900977,cust_00034,order_700839,34999,1787534956,captured,wallet,customer_34@razorpay-demo.com,+919870000034,,Double-Click Issue
pay_901398,cust_00167,order_701049,49999,1787684701,captured,upi,customer_167@razorpay-demo.com,+919870000167,cust167@okaxis,Network Timeout Retry
pay_901000,cust_00081,order_700850,7499,1787644219,captured,wallet,customer_81@razorpay-demo.com,+919870000081,,Double-Click Issue
pay_901463,cust_00018,order_701082,9999,1787565483,captured,upi,customer_18@razorpay-demo.com,+919870000018,cust18@okaxis,Network Timeout Retry
pay_902289,cust_00120,order_701539,34999,1787545024,captured,wallet,customer_120@razorpay-demo.com,+919870000120,,Multiple Browser Tabs Checkout
pay_900545,cust_00178,order_700545,12499,1787583304,failed,wallet,customer_178@razorpay-demo.com,+919870000178,,legitimate
pay_901445,cust_00195,order_701073,249999,1787574864,captured,upi,customer_195@razorpay-demo.com,+919870000195,cust195@okaxis,Network Timeout Retry
pay_901993,cust_00084,order_701347,34999,1787626895,captured,upi,customer_84@razorpay-demo.com,+919870000084,cust84@okaxis,Failed UPI Retry
pay_901613,cust_00139,order_701157,74999,1787571917,captured,upi,customer_139@razorpay-demo.com,+919870000139,cust139@okaxis,Network Timeout Retry
pay_902699,cust_00189,order_701949,74999,1787528065,captured,netbanking,customer_189@razorpay-demo.com,+919870000189,,Multiple Browser Tabs Checkout
pay_901673,cust_00041,order_701187,4999,1787633690,captured,netbanking,customer_41@razorpay-demo.com,+919870000041,,Network Timeout Retry
pay_901561,cust_00099,order_701131,12499,1787606367,captured,upi,customer_99@razorpay-demo.com,+919870000099,cust99@okaxis,Network Timeout Retry
pay_901617,cust_00115,order_701159,199999,1787553817,captured,card,customer_115@razorpay-demo.com,+919870000115,,Network Timeout Retry
pay_901035,cust_00154,order_700868,74999,1787602551,captured,netbanking,customer_154@razorpay-demo.com,+919870000154,,Double-Click Issue
pay_902158,cust_00170,order_701429,299999,1787528612,captured,upi,customer_170@razorpay-demo.com,+919870000170,cust170@okaxis,Failed UPI Retry
pay_901363,cust_00133,order_701032,34999,1787634536,captured,netbanking,customer_133@razorpay-demo.com,+919870000133,,Network Timeout Retry
pay_902397,cust_00050,order_701647,34999,1787619669,captured,netbanking,customer_50@razorpay-demo.com,+919870000050,,Multiple Browser Tabs Checkout
pay_902011,cust_00104,order_701356,249999,1787537482,captured,upi,customer_104@razorpay-demo.com,+919870000104,cust104@okaxis,Failed UPI Retry
pay_900912,cust_00077,order_700806,14999,1787641213,captured,wallet,customer_77@razorpay-demo.com,+919870000077,,Double-Click Issue
pay_901382,cust_00038,order_701041,199999,1787597188,captured,upi,customer_38@razorpay-demo.com,+919870000038,cust38@okaxis,Network Timeout Retry
pay_901577,cust_00111,order_701139,249999,1787620575,captured,netbanking,customer_111@razorpay-demo.com,+919870000111,,Network Timeout Retry
pay_901567,cust_00092,order_701134,99999,1787636842,captured,wallet,customer_92@razorpay-demo.com,+919870000092,,Network Timeout Retry
pay_901867,cust_00118,order_701284,299999,1787664952,captured,upi,customer_118@razorpay-demo.com,+919870000118,cust118@okaxis,Failed UPI Retry
pay_902543,cust_00126,order_701793,24999,1787569434,captured,upi,customer_126@razorpay-demo.com,+919870000126,cust126@okaxis,Multiple Browser Tabs Checkout
pay_901641,cust_00040,order_701171,199999,1787534859,captured,card,customer_40@razorpay-demo.com,+919870000040,,Network Timeout Retry
pay_901818,cust_00098,order_701259,249999,1787527218,captured,upi,customer_98@razorpay-demo.com,+919870000098,cust98@okaxis,Failed UPI Retry
pay_901028,cust_00118,order_700864,99999,1787681996,captured,upi,customer_118@razorpay-demo.com,+919870000118,cust118@okaxis,Double-Click Issue
pay_902761,cust_00042,order_702011,24999,1787564678,failed,wallet,customer_42@razorpay-demo.com,+919870000042,,Gateway Retry with Different IDs
pay_902203,cust_00195,order_701453,199999,1787627379,captured,netbanking,customer_195@razorpay-demo.com,+919870000195,,Multiple Browser Tabs Checkout
pay_901950,cust_00146,order_701325,9999,1787531616,captured,upi,customer_146@razorpay-demo.com,+919870000146,cust146@okaxis,Failed UPI Retry
pay_901555,cust_00182,order_701128,4999,1787606856,captured,netbanking,customer_182@razorpay-demo.com,+919870000182,,Network Timeout Retry
pay_902209,cust_00125,order_701459,7499,1787642505,captured,wallet,customer_125@razorpay-demo.com,+919870000125,,Multiple Browser Tabs Checkout
pay_900195,cust_00117,order_700195,299999,1787703275,failed,netbanking,customer_117@razorpay-demo.com,+919870000117,,legitimate
pay_901714,cust_00035,order_701207,49999,1787661744,captured,upi,customer_35@razorpay-demo.com,+919870000035,cust35@okaxis,Failed UPI Retry
pay_902365,cust_00117,order_701615,9999,1787638442,captured,upi,customer_117@razorpay-demo.com,+919870000117,cust117@okaxis,Multiple Browser Tabs Checkout
pay_901594,cust_00092,order_701147,9999,1787561274,captured,upi,customer_92@razorpay-demo.com,+919870000092,cust92@okaxis,Network Timeout Retry
pay_901452,cust_00060,order_701076,199999,1787610193,captured,card,customer_60@razorpay-demo.com,+919870000060,,Network Timeout Retry
pay_901242,cust_00068,order_700971,9999,1787674857,captured,netbanking,customer_68@razorpay-demo.com,+919870000068,,Network Timeout Retry
pay_901729,cust_00110,order_701215,24999,1787649571,captured,upi,customer_110@razorpay-demo.com,+919870000110,cust110@okaxis,Failed UPI Retry
pay_901466,cust_00117,order_701083,74999,1787562500,captured,wallet,customer_117@razorpay-demo.com,+919870000117,,Network Timeout Retry
pay_900487,cust_00085,order_700487,99999,1787714642,captured,card,customer_85@razorpay-demo.com,+919870000085,,legitimate
pay_900412,cust_00005,order_700412,19999,1787660983,failed,netbanking,customer_5@razorpay-demo.com,+919870000005,,legitimate
pay_902398,cust_00050,order_701648,34999,1787619675,captured,netbanking,customer_50@razorpay-demo.com,+919870000050,,Multiple Browser Tabs Checkout
pay_901757,cust_00140,order_701229,9999,1787583363,captured,upi,customer_140@razorpay-demo.com,+919870000140,cust140@okaxis,Failed UPI Retry
pay_901381,cust_00038,order_701041,199999,1787597173,captured,upi,customer_38@razorpay-demo.com,+919870000038,cust38@okaxis,Network Timeout Retry
pay_900880,cust_00079,order_700790,24999,1787579671,captured,netbanking,customer_79@razorpay-demo.com,+919870000079,,Double-Click Issue
pay_900163,cust_00157,order_700163,149999,1787720120,captured,card,customer_157@razorpay-demo.com,+919870000157,,legitimate
pay_902575,cust_00052,order_701825,34999,1787660659,captured,card,customer_52@razorpay-demo.com,+919870000052,,Multiple Browser Tabs Checkout
pay_900663,cust_00061,order_700663,24999,1787723057,failed,wallet,customer_61@razorpay-demo.com,+919870000061,,legitimate
pay_901433,cust_00139,order_701067,299999,1787610229,captured,netbanking,customer_139@razorpay-demo.com,+919870000139,,Network Timeout Retry
pay_900332,cust_00005,order_700332,14999,1787695793,captured,upi,customer_5@razorpay-demo.com,+919870000005,cust5@okaxis,legitimate
pay_901799,cust_00013,order_701250,9999,1787541060,captured,upi,customer_13@razorpay-demo.com,+919870000013,cust13@okaxis,Failed UPI Retry
pay_901229,cust_00015,order_700965,9999,1787674840,captured,netbanking,customer_15@razorpay-demo.com,+919870000015,,Network Timeout Retry
pay_902335,cust_00083,order_701585,19999,1787602457,captured,netbanking,customer_83@razorpay-demo.com,+919870000083,,Multiple Browser Tabs Checkout
pay_901095,cust_00041,order_700898,24999,1787531329,captured,wallet,customer_41@razorpay-demo.com,+919870000041,,Double-Click Issue
pay_902788,cust_00132,order_702038,7499,1787586850,captured,wallet,customer_132@razorpay-demo.com,+919870000132,,Gateway Retry with Different IDs
pay_900411,cust_00131,order_700411,49999,1787668529,captured,wallet,customer_131@razorpay-demo.com,+919870000131,,legitimate
pay_901868,cust_00118,order_701284,299999,1787665024,captured,upi,customer_118@razorpay-demo.com,+919870000118,cust118@okaxis,Failed UPI Retry
pay_900522,cust_00009,order_700522,9999,1787518823,captured,netbanking,customer_9@razorpay-demo.com,+919870000009,,legitimate
pay_901468,cust_00126,order_701084,12499,1787518808,captured,netbanking,customer_126@razorpay-demo.com,+919870000126,,Network Timeout Retry
pay_902833,cust_00136,order_702083,4999,1787615043,failed,wallet,customer_136@razorpay-demo.com,+919870000136,,Gateway Retry with Different IDs
pay_901579,cust_00140,order_701140,12499,1787647755,captured,wallet,customer_140@razorpay-demo.com,+919870000140,,Network Timeout Retry
pay_901877,cust_00017,order_701289,9999,1787563904,captured,upi,customer_17@razorpay-demo.com,+919870000017,cust17@okaxis,Failed UPI Retry
pay_901214,cust_00089,order_700957,34999,1787668759,captured,wallet,customer_89@razorpay-demo.com,+919870000089,,Network Timeout Retry
pay_902689,cust_00073,order_701939,149999,1787587728,captured,upi,customer_73@razorpay-demo.com,+919870000073,cust73@okaxis,Multiple Browser Tabs Checkout
pay_902090,cust_00045,order_701395,299999,1787617748,captured,upi,customer_45@razorpay-demo.com,+919870000045,cust45@okaxis,Failed UPI Retry
pay_901921,cust_00172,order_701311,7499,1787562556,captured,upi,customer_172@razorpay-demo.com,+919870000172,cust172@okaxis,Failed UPI Retry
pay_902377,cust_00128,order_701627,199999,1787679219,captured,upi,customer_128@razorpay-demo.com,+919870000128,cust128@okaxis,Multiple Browser Tabs Checkout
pay_901462,cust_00137,order_701081,199999,1787586833,captured,netbanking,customer_137@razorpay-demo.com,+919870000137,,Network Timeout Retry
pay_901001,cust_00027,order_700851,24999,1787521633,captured,wallet,customer_27@razorpay-demo.com,+919870000027,,Double-Click Issue
pay_900901,cust_00099,order_700801,4999,1787607678,captured,card,customer_99@razorpay-demo.com,+919870000099,,Double-Click Issue
pay_900701,cust_00085,order_700701,299999,1787654795,captured,upi,customer_85@razorpay-demo.com,+919870000085,cust85@okaxis,Double-Click Issue
pay_901678,cust_00071,order_701189,199999,1787623621,captured,card,customer_71@razorpay-demo.com,+919870000071,,Network Timeout Retry
pay_901495,cust_00077,order_701098,12499,1787668804,captured,netbanking,customer_77@razorpay-demo.com,+919870000077,,Network Timeout Retry
pay_901763,cust_00024,order_701232,14999,1787571441,captured,upi,customer_24@razorpay-demo.com,+919870000024,cust24@okaxis,Failed UPI Retry
pay_901840,cust_00127,order_701270,199999,1787546637,captured,upi,customer_127@razorpay-demo.com,+919870000127,cust127@okaxis,Failed UPI Retry
pay_901205,cust_00083,order_700953,7499,1787659707,captured,netbanking,customer_83@razorpay-demo.com,+919870000083,,Network Timeout Retry
pay_900212,cust_00120,order_700212,299999,1787661805,captured,netbanking,customer_120@razorpay-demo.com,+919870000120,,legitimate
pay_900613,cust_00071,order_700613,7499,1787569525,captured,netbanking,customer_71@razorpay-demo.com,+919870000071,,legitimate
pay_900645,cust_00069,order_700645,149999,1787682070,captured,card,customer_69@razorpay-demo.com,+919870000069,,legitimate
pay_901802,cust_00090,order_701251,4999,1787540596,captured,upi,customer_90@razorpay-demo.com,+919870000090,cust90@okaxis,Failed UPI Retry
pay_901537,cust_00157,order_701119,14999,1787586255,captured,netbanking,customer_157@razorpay-demo.com,+919870000157,,Network Timeout Retry
pay_901273,cust_00167,order_700987,74999,1787560594,captured,netbanking,customer_167@razorpay-demo.com,+919870000167,,Network Timeout Retry
pay_901930,cust_00181,order_701315,199999,1787564451,captured,upi,customer_181@razorpay-demo.com,+919870000181,cust181@okaxis,Failed UPI Retry
pay_902224,cust_00019,order_701474,4999,1787599927,captured,upi,customer_19@razorpay-demo.com,+919870000019,cust19@okaxis,Multiple Browser Tabs Checkout
pay_900762,cust_00053,order_700731,9999,1787684278,captured,netbanking,customer_53@razorpay-demo.com,+919870000053,,Double-Click Issue
pay_902765,cust_00189,order_702015,199999,1787671606,failed,netbanking,customer_189@razorpay-demo.com,+919870000189,,Gateway Retry with Different IDs
pay_900125,cust_00005,order_700125,149999,1787731421,captured,card,customer_5@razorpay-demo.com,+919870000005,,legitimate
pay_900768,cust_00095,order_700734,9999,1787523153,captured,wallet,customer_95@razorpay-demo.com,+919870000095,,Double-Click Issue
pay_900461,cust_00117,order_700461,74999,1787636141,captured,card,customer_117@razorpay-demo.com,+919870000117,,legitimate
pay_900179,cust_00085,order_700179,24999,1787577696,failed,wallet,customer_85@razorpay-demo.com,+919870000085,,legitimate
pay_900319,cust_00193,order_700319,149999,1787565986,captured,wallet,customer_193@razorpay-demo.com,+919870000193,,legitimate
pay_900257,cust_00168,order_700257,99999,1787608336,failed,upi,customer_168@razorpay-demo.com,+919870000168,cust168@okaxis,legitimate
pay_900696,cust_00045,order_700696,9999,1787643425,captured,upi,customer_45@razorpay-demo.com,+919870000045,cust45@okaxis,legitimate
pay_902366,cust_00117,order_701616,9999,1787638456,captured,upi,customer_117@razorpay-demo.com,+919870000117,cust117@okaxis,Multiple Browser Tabs Checkout
pay_901487,cust_00064,order_701094,149999,1787549859,captured,card,customer_64@razorpay-demo.com,+919870000064,,Network Timeout Retry
pay_902612,cust_00072,order_701862,99999,1787626781,captured,upi,customer_72@razorpay-demo.com,+919870000072,cust72@okaxis,Multiple Browser Tabs Checkout
pay_902687,cust_00098,order_701937,9999,1787663416,captured,wallet,customer_98@razorpay-demo.com,+919870000098,,Multiple Browser Tabs Checkout
pay_900595,cust_00137,order_700595,14999,1787585350,captured,upi,customer_137@razorpay-demo.com,+919870000137,cust137@okaxis,legitimate
pay_902343,cust_00049,order_701593,299999,1787530528,captured,wallet,customer_49@razorpay-demo.com,+919870000049,,Multiple Browser Tabs Checkout
pay_900033,cust_00079,order_700033,12499,1787567469,captured,card,customer_79@razorpay-demo.com,+919870000079,,legitimate
pay_900671,cust_00040,order_700671,7499,1787612547,captured,upi,customer_40@razorpay-demo.com,+919870000040,cust40@okaxis,legitimate
pay_900068,cust_00184,order_700068,19999,1787663940,captured,upi,customer_184@razorpay-demo.com,+919870000184,cust184@okaxis,legitimate
pay_901810,cust_00157,order_701255,99999,1787635040,captured,upi,customer_157@razorpay-demo.com,+919870000157,cust157@okaxis,Failed UPI Retry
pay_900431,cust_00036,order_700431,7499,1787567812,captured,upi,customer_36@razorpay-demo.com,+919870000036,cust36@okaxis,legitimate
pay_901739,cust_00011,order_701220,299999,1787687521,captured,upi,customer_11@razorpay-demo.com,+919870000011,cust11@okaxis,Failed UPI Retry
pay_901308,cust_00023,order_701004,14999,1787576488,captured,wallet,customer_23@razorpay-demo.com,+919870000023,,Network Timeout Retry
pay_902326,cust_00132,order_701576,299999,1787668891,captured,netbanking,customer_132@razorpay-demo.com,+919870000132,,Multiple Browser Tabs Checkout
pay_901815,cust_00024,order_701258,199999,1787567159,captured,upi,customer_24@razorpay-demo.com,+919870000024,cust24@okaxis,Failed UPI Retry
pay_901703,cust_00190,order_701202,14999,1787541699,captured,upi,customer_190@razorpay-demo.com,+919870000190,cust190@okaxis,Failed UPI Retry
pay_902634,cust_00082,order_701884,49999,1787597508,captured,wallet,customer_82@razorpay-demo.com,+919870000082,,Multiple Browser Tabs Checkout
pay_902013,cust_00016,order_701357,19999,1787671147,captured,upi,customer_16@razorpay-demo.com,+919870000016,cust16@okaxis,Failed UPI Retry
pay_902104,cust_00186,order_701402,99999,1787544450,captured,upi,customer_186@razorpay-demo.com,+919870000186,cust186@okaxis,Failed UPI Retry
pay_902388,cust_00079,order_701638,4999,1787622161,captured,wallet,customer_79@razorpay-demo.com,+919870000079,,Multiple Browser Tabs Checkout
pay_902234,cust_00017,order_701484,199999,1787589107,captured,upi,customer_17@razorpay-demo.com,+919870000017,cust17@okaxis,Multiple Browser Tabs Checkout
pay_900848,cust_00090,order_700774,34999,1787553149,captured,netbanking,customer_90@razorpay-demo.com,+919870000090,,Double-Click Issue
pay_902003,cust_00053,order_701352,99999,1787667060,captured,upi,customer_53@razorpay-demo.com,+919870000053,cust53@okaxis,Failed UPI Retry
pay_902587,cust_00052,order_701837,24999,1787558859,captured,wallet,customer_52@razorpay-demo.com,+919870000052,,Multiple Browser Tabs Checkout
pay_901341,cust_00147,order_701021,14999,1787679103,captured,upi,customer_147@razorpay-demo.com,+919870000147,cust147@okaxis,Network Timeout Retry
pay_902616,cust_00081,order_701866,74999,1787665306,captured,netbanking,customer_81@razorpay-demo.com,+919870000081,,Multiple Browser Tabs Checkout
pay_902504,cust_00176,order_701754,249999,1787554490,captured,wallet,customer_176@razorpay-demo.com,+919870000176,,Multiple Browser Tabs Checkout
pay_902002,cust_00100,order_701351,74999,1787615362,captured,upi,customer_100@razorpay-demo.com,+919870000100,cust100@okaxis,Failed UPI Retry
pay_902032,cust_00033,order_701366,9999,1787517558,captured,upi,customer_33@razorpay-demo.com,+919870000033,cust33@okaxis,Failed UPI Retry
pay_901711,cust_00007,order_701206,19999,1787529174,captured,upi,customer_7@razorpay-demo.com,+919870000007,cust7@okaxis,Failed UPI Retry
pay_901602,cust_00125,order_701151,249999,1787618321,captured,card,customer_125@razorpay-demo.com,+919870000125,,Network Timeout Retry
pay_900031,cust_00139,order_700031,199999,1787644813,captured,card,customer_139@razorpay-demo.com,+919870000139,,legitimate
pay_901899,cust_00188,order_701300,249999,1787605924,captured,upi,customer_188@razorpay-demo.com,+919870000188,cust188@okaxis,Failed UPI Retry
pay_902828,cust_00027,order_702078,99999,1787684737,captured,wallet,customer_27@razorpay-demo.com,+919870000027,,Gateway Retry with Different IDs
pay_901780,cust_00046,order_701240,199999,1787638566,captured,upi,customer_46@razorpay-demo.com,+919870000046,cust46@okaxis,Failed UPI Retry
pay_901863,cust_00123,order_701282,299999,1787597435,captured,upi,customer_123@razorpay-demo.com,+919870000123,cust123@okaxis,Failed UPI Retry
pay_902168,cust_00067,order_701434,249999,1787561261,captured,upi,customer_67@razorpay-demo.com,+919870000067,cust67@okaxis,Failed UPI Retry
pay_900240,cust_00140,order_700240,299999,1787528520,captured,netbanking,customer_140@razorpay-demo.com,+919870000140,,legitimate
pay_902188,cust_00101,order_701444,74999,1787516201,captured,upi,customer_101@razorpay-demo.com,+919870000101,cust101@okaxis,Failed UPI Retry
pay_902315,cust_00198,order_701565,9999,1787547399,captured,wallet,customer_198@razorpay-demo.com,+919870000198,,Multiple Browser Tabs Checkout
pay_900297,cust_00119,order_700297,34999,1787527729,captured,card,customer_119@razorpay-demo.com,+919870000119,,legitimate
pay_902149,cust_00031,order_701425,7499,1787663434,captured,upi,customer_31@razorpay-demo.com,+919870000031,cust31@okaxis,Failed UPI Retry
pay_901910,cust_00176,order_701305,249999,1787618175,captured,upi,customer_176@razorpay-demo.com,+919870000176,cust176@okaxis,Failed UPI Retry
pay_901872,cust_00134,order_701286,14999,1787613179,captured,upi,customer_134@razorpay-demo.com,+919870000134,cust134@okaxis,Failed UPI Retry
pay_900394,cust_00025,order_700394,4999,1787719644,captured,netbanking,customer_25@razorpay-demo.com,+919870000025,,legitimate
pay_901174,cust_00115,order_700937,19999,1787599591,captured,netbanking,customer_115@razorpay-demo.com,+919870000115,,Double-Click Issue
pay_902283,cust_00046,order_701533,24999,1787539012,captured,netbanking,customer_46@razorpay-demo.com,+919870000046,,Multiple Browser Tabs Checkout
pay_901998,cust_00194,order_701349,99999,1787655429,captured,upi,customer_194@razorpay-demo.com,+919870000194,cust194@okaxis,Failed UPI Retry
pay_900074,cust_00150,order_700074,49999,1787608275,captured,upi,customer_150@razorpay-demo.com,+919870000150,cust150@okaxis,legitimate
pay_902647,cust_00078,order_701897,7499,1787566836,captured,upi,customer_78@razorpay-demo.com,+919870000078,cust78@okaxis,Multiple Browser Tabs Checkout
pay_902835,cust_00017,order_702085,14999,1787669084,failed,wallet,customer_17@razorpay-demo.com,+919870000017,,Gateway Retry with Different IDs
pay_902488,cust_00194,order_701738,49999,1787683683,captured,card,customer_194@razorpay-demo.com,+919870000194,,Multiple Browser Tabs Checkout
pay_900064,cust_00041,order_700064,34999,1787647563,failed,netbanking,customer_41@razorpay-demo.com,+919870000041,,legitimate
pay_901089,cust_00158,order_700895,249999,1787600208,captured,netbanking,customer_158@razorpay-demo.com,+919870000158,,Double-Click Issue
pay_902522,cust_00125,order_701772,49999,1787540926,captured,netbanking,customer_125@razorpay-demo.com,+919870000125,,Multiple Browser Tabs Checkout
pay_901287,cust_00042,order_700994,7499,1787603283,captured,upi,customer_42@razorpay-demo.com,+919870000042,cust42@okaxis,Network Timeout Retry
pay_900046,cust_00168,order_700046,99999,1787528533,captured,card,customer_168@razorpay-demo.com,+919870000168,,legitimate
pay_901365,cust_00173,order_701033,12499,1787615839,captured,wallet,customer_173@razorpay-demo.com,+919870000173,,Network Timeout Retry
pay_901360,cust_00009,order_701030,49999,1787583511,captured,netbanking,customer_9@razorpay-demo.com,+919870000009,,Network Timeout Retry
pay_900440,cust_00146,order_700440,74999,1787715987,captured,card,customer_146@razorpay-demo.com,+919870000146,,legitimate
pay_901118,cust_00027,order_700909,12499,1787627168,captured,wallet,customer_27@razorpay-demo.com,+919870000027,,Double-Click Issue
pay_901006,cust_00164,order_700853,14999,1787628557,captured,upi,customer_164@razorpay-demo.com,+919870000164,cust164@okaxis,Double-Click Issue
pay_900081,cust_00028,order_700081,24999,1787700897,captured,card,customer_28@razorpay-demo.com,+919870000028,,legitimate
pay_901895,cust_00024,order_701298,34999,1787602877,captured,upi,customer_24@razorpay-demo.com,+919870000024,cust24@okaxis,Failed UPI Retry
pay_901776,cust_00197,order_701238,9999,1787673180,captured,upi,customer_197@razorpay-demo.com,+919870000197,cust197@okaxis,Failed UPI Retry
pay_902500,cust_00143,order_701750,149999,1787529673,captured,card,customer_143@razorpay-demo.com,+919870000143,,Multiple Browser Tabs Checkout
pay_901018,cust_00043,order_700859,34999,1787657458,captured,upi,customer_43@razorpay-demo.com,+919870000043,cust43@okaxis,Double-Click Issue
pay_901507,cust_00024,order_701104,99999,1787676292,captured,netbanking,customer_24@razorpay-demo.com,+919870000024,,Network Timeout Retry
pay_902368,cust_00047,order_701618,9999,1787543314,captured,upi,customer_47@razorpay-demo.com,+919870000047,cust47@okaxis,Multiple Browser Tabs Checkout
pay_900403,cust_00144,order_700403,12499,1787634937,captured,netbanking,customer_144@razorpay-demo.com,+919870000144,,legitimate
pay_902074,cust_00075,order_701387,9999,1787521651,captured,upi,customer_75@razorpay-demo.com,+919870000075,cust75@okaxis,Failed UPI Retry
pay_902226,cust_00121,order_701476,299999,1787557385,captured,card,customer_121@razorpay-demo.com,+919870000121,,Multiple Browser Tabs Checkout
pay_900299,cust_00119,order_700299,74999,1787612583,captured,card,customer_119@razorpay-demo.com,+919870000119,,legitimate
pay_902656,cust_00184,order_701906,24999,1787657910,captured,card,customer_184@razorpay-demo.com,+919870000184,,Multiple Browser Tabs Checkout
pay_901503,cust_00149,order_701102,199999,1787634398,captured,wallet,customer_149@razorpay-demo.com,+919870000149,,Network Timeout Retry
pay_900103,cust_00193,order_700103,249999,1787683580,captured,card,customer_193@razorpay-demo.com,+919870000193,,legitimate
pay_900421,cust_00137,order_700421,19999,1787661428,captured,netbanking,customer_137@razorpay-demo.com,+919870000137,,legitimate
pay_901056,cust_00028,order_700878,4999,1787540556,captured,wallet,customer_28@razorpay-demo.com,+919870000028,,Double-Click Issue
pay_900388,cust_00165,order_700388,14999,1787568334,captured,wallet,customer_165@razorpay-demo.com,+919870000165,,legitimate
pay_900197,cust_00012,order_700197,19999,1787667770,captured,wallet,customer_12@razorpay-demo.com,+919870000012,,legitimate
pay_900745,cust_00188,order_700723,7499,1787573839,captured,card,customer_188@razorpay-demo.com,+919870000188,,Double-Click Issue
pay_902769,cust_00052,order_702019,34999,1787668440,failed,wallet,customer_52@razorpay-demo.com,+919870000052,,Gateway Retry with Different IDs
pay_901785,cust_00052,order_701243,4999,1787623019,captured,upi,customer_52@razorpay-demo.com,+919870000052,cust52@okaxis,Failed UPI Retry
pay_900846,cust_00079,order_700773,149999,1787588677,captured,netbanking,customer_79@razorpay-demo.com,+919870000079,,Double-Click Issue
pay_900987,cust_00099,order_700844,9999,1787517453,captured,card,customer_99@razorpay-demo.com,+919870000099,,Double-Click Issue
pay_900927,cust_00006,order_700814,4999,1787587460,captured,card,customer_6@razorpay-demo.com,+919870000006,,Double-Click Issue
pay_900730,cust_00164,order_700715,149999,1787592621,captured,netbanking,customer_164@razorpay-demo.com,+919870000164,,Double-Click Issue
pay_900045,cust_00109,order_700045,24999,1787702030,captured,wallet,customer_109@razorpay-demo.com,+919870000109,,legitimate
pay_902528,cust_00018,order_701778,34999,1787683432,captured,card,customer_18@razorpay-demo.com,+919870000018,,Multiple Browser Tabs Checkout
pay_900325,cust_00070,order_700325,34999,1787694947,captured,upi,customer_70@razorpay-demo.com,+919870000070,cust70@okaxis,legitimate
pay_901597,cust_00024,order_701149,74999,1787613775,captured,wallet,customer_24@razorpay-demo.com,+919870000024,,Network Timeout Retry
pay_901566,cust_00107,order_701133,149999,1787647888,captured,card,customer_107@razorpay-demo.com,+919870000107,,Network Timeout Retry
pay_900323,cust_00065,order_700323,4999,1787704250,captured,wallet,customer_65@razorpay-demo.com,+919870000065,,legitimate
pay_902187,cust_00101,order_701444,74999,1787516081,captured,upi,customer_101@razorpay-demo.com,+919870000101,cust101@okaxis,Failed UPI Retry
